date,bar_idx,direction,is_multi,entry_price,et_end,delta,volume,body_ratio,vol_ratio,paradigm,lis_val,lis_dist,dd_dir,svb_val,charm_val,paradigm_aligned,dd_aligned,charm_aligned,A_outcome,A_pnl,A_max_profit,A_bars_held,A_mfe,A_mae,B_outcome,B_pnl,B_max_profit,B_bars_held,B_mfe,B_mae,C_outcome,C_pnl,C_max_profit,C_bars_held,C_mfe,C_mae,D_outcome,D_pnl,D_max_profit,D_bars_held,D_mfe,D_mae,E_outcome,E_pnl,E_max_profit,E_bars_held,E_mfe,E_mae,F_outcome,F_pnl,F_max_profit,F_bars_held,F_mfe,F_mae,fixed_outcome,fixed_pnl
2026-03-04,474,bearish,False,6868.75,10:49:42,435,7317,0.3,1.0699558389143977,SIDIAL-MESSY,6782.0,86.75,neutral,-2.12,16279436.0,False,False,False,LOSS,-8.0,5.75,7,5.75,10.5,LOSS,-8.0,5.75,7,5.75,10.5,LOSS,-8.0,5.75,7,5.75,10.5,LOSS,-8.0,5.75,7,5.75,10.5,T1:LOSS/T2:LOSS,-8.0,5.75,7,5.75,10.5,LOSS,-2.25,5.75,6,5.75,6.5,LOSS,-8.0
2026-03-04,484,bullish,False,6889.5,11:03:18,-325,6703,0.5,1.2359063712881784,SIDIAL-MESSY,6857.0,32.5,neutral,-2.49,-11344582.0,False,False,False,LOSS,-8.0,0.25,2,0.25,8.25,LOSS,-8.0,0.25,2,0.25,8.25,LOSS,-8.0,0.25,2,0.25,8.25,LOSS,-8.0,0.25,2,0.25,8.25,T1:LOSS/T2:LOSS,-8.0,0.25,2,0.25,8.25,LOSS,-7.75,0.25,2,0.25,8.25,LOSS,-8.0
2026-03-04,492,bearish,True,6870.75,11:16:02,830,16720,0.2413793103448276,2.709963130463846,GEX-TARGET,6853.0,17.75,neutral,-2.32,5281584.0,False,False,False,LOSS,-8.0,6.5,10,6.5,8.0,LOSS,-8.0,6.5,10,6.5,8.0,LOSS,-8.0,6.5,10,6.5,8.0,LOSS,-8.0,6.5,10,6.5,8.0,T1:LOSS/T2:LOSS,-8.0,6.5,10,6.5,8.0,LOSS,-1.5,6.5,6,6.5,3.5,LOSS,-8.0
2026-03-04,502,bearish,False,6878.75,11:33:03,658,5164,0.4,0.918493485704122,GEX-TARGET,6855.0,23.75,neutral,-2.14,-3925637.0,False,False,True,LOSS,-8.0,7.75,9,7.75,8.25,LOSS,-8.0,7.75,9,7.75,8.25,LOSS,-8.0,7.75,9,7.75,8.25,LOSS,-8.0,7.75,9,7.75,8.25,T1:LOSS/T2:LOSS,-8.0,7.75,9,7.75,8.25,LOSS,-0.25,7.75,7,7.75,3.75,LOSS,-8.0
2026-03-04,512,bullish,False,6880.25,11:50:25,-301,5363,0.35,1.05604127284184,GEX-TARGET,6845.0,35.25,neutral,-2.35,-27271700.0,True,False,False,LOSS,-8.0,6.25,10,6.25,8.5,LOSS,-8.0,6.25,10,6.25,8.5,LOSS,-8.0,6.25,10,6.25,8.5,LOSS,-8.0,6.25,10,6.25,8.5,T1:LOSS/T2:LOSS,-8.0,6.25,10,6.25,8.5,LOSS,-2.25,5.75,3,5.75,2.25,LOSS,-8.0
2026-03-04,531,bullish,True,6886.75,12:58:57,-612,6562,0.0,0.5533968066886429,GEX-TARGET,6858.0,28.75,neutral,-2.25,-55821754.0,True,False,False,LOSS,-8.0,1.5,3,1.5,9.0,LOSS,-8.0,1.5,3,1.5,9.0,LOSS,-8.0,1.5,3,1.5,9.0,LOSS,-8.0,1.5,3,1.5,9.0,T1:LOSS/T2:LOSS,-8.0,1.5,3,1.5,9.0,LOSS,-6.5,1.5,3,1.5,9.0,LOSS,-8.0
2026-03-04,540,bearish,True,6886.75,13:56:19,621,10511,0.125,1.813351397694677,GEX-PURE,6857.0,29.75,neutral,-2.39,-102188717.0,False,False,True,BE,0.0,9.5,11,9.5,7.25,BE,0.0,9.5,11,9.5,7.25,WIN,11.0,11.0,18,11.0,7.25,WIN,5.5,10.5,14,10.5,7.25,T1:WIN/T2:WIN,7.75,10.5,14,10.5,7.25,LOSS,-6.0,2.0,2,2.0,6.0,WIN,10.0
2026-03-04,542,bullish,False,6887.75,14:26:40,-890,30372,0.4,5.906938299217193,GEX-PURE,6872.0,15.75,neutral,-2.47,-137654886.0,True,False,False,LOSS,-8.0,6.25,6,6.25,9.25,LOSS,-8.0,6.25,6,6.25,9.25,LOSS,-8.0,6.25,6,6.25,9.25,LOSS,-8.0,6.25,6,6.25,9.25,T1:LOSS/T2:LOSS,-8.0,6.25,6,6.25,9.25,LOSS,-1.75,6.25,4,6.25,3.5,LOSS,-8.0
2026-03-04,555,bullish,True,6881.0,15:53:00,-1719,21049,0.14285714285714285,1.658178190851629,BOFA-PURE,6873.0,8.0,neutral,-1.99,832995151.0,False,False,True,LOSS,-5.25,3.25,3,3.25,5.25,LOSS,-5.25,3.25,3,3.25,5.25,LOSS,-5.25,3.25,3,3.25,5.25,LOSS,-5.25,3.25,3,3.25,5.25,T1:EXPIRED/T2:LOSS,-5.25,3.25,3,3.25,5.25,LOSS,-4.75,3.25,3,3.25,5.25,EXPIRED,-5.25
2026-03-05,271,bearish,False,6862.25,09:57:05,787,7641,0.35,2.640107801810518,AG-PURE,6878.0,15.75,neutral,0.3,1097993.0,True,False,False,LOSS,-8.0,2.0,3,2.0,11.0,LOSS,-8.0,2.0,3,2.0,11.0,LOSS,-8.0,2.0,3,2.0,11.0,LOSS,-8.0,2.0,3,2.0,11.0,T1:LOSS/T2:LOSS,-8.0,2.0,3,2.0,11.0,LOSS,-6.0,2.0,2,2.0,6.25,LOSS,-8.0
2026-03-05,290,bearish,False,6860.75,10:15:23,536,5862,0.15,1.4144728904760755,AG-LIS,6852.0,8.75,neutral,0.43,-3418406.0,True,False,True,WIN,5.75,10.75,4,10.75,3.0,WIN,38.5,46.5,23,46.5,3.0,WIN,36.5,46.5,23,46.5,3.0,WIN,5.75,10.75,4,10.75,3.0,T1:WIN/T2:WIN,7.88,10.75,4,10.75,3.0,WIN,38.5,46.5,23,46.5,3.0,WIN,10.0
2026-03-05,311,bearish,True,6819.25,10:32:31,1019,10277,0.36363636363636365,0.7234502642960116,SIDIAL-EXTREME,6791.0,28.25,neutral,1.22,-25322561.0,False,False,True,LOSS,-8.0,2.25,4,2.25,8.75,LOSS,-8.0,2.25,4,2.25,8.75,LOSS,-8.0,2.25,4,2.25,8.75,LOSS,-8.0,2.25,4,2.25,8.75,T1:LOSS/T2:LOSS,-8.0,2.25,4,2.25,8.75,LOSS,-5.75,2.25,4,2.25,8.75,LOSS,-8.0
2026-03-05,344,bullish,False,6828.0,11:06:03,-421,4441,0.4,1.230466585392885,SIDIAL-EXTREME,6832.0,4.0,neutral,0.72,-14188107.0,False,False,False,LOSS,-8.0,3.0,4,3.0,10.75,LOSS,-8.0,3.0,4,3.0,10.75,LOSS,-8.0,3.0,4,3.0,10.75,LOSS,-8.0,3.0,4,3.0,10.75,T1:LOSS/T2:LOSS,-8.0,3.0,4,3.0,10.75,LOSS,-5.0,3.0,3,3.0,7.75,LOSS,-8.0
2026-03-05,347,bearish,False,6820.25,11:10:20,369,8247,0.75,2.336558484792679,SIDIAL-EXTREME,6795.0,25.25,neutral,0.97,-20059122.0,False,False,True,BE,0.0,8.0,4,8.0,2.0,BE,0.0,8.0,4,8.0,2.0,LOSS,-8.0,9.25,23,9.25,8.75,LOSS,-8.0,9.25,23,9.25,8.75,T1:LOSS/T2:LOSS,-8.0,9.25,23,9.25,8.75,BE,0.0,8.0,4,8.0,2.0,LOSS,-8.0
2026-03-05,357,bearish,True,6816.0,11:18:46,1592,8852,0.1,0.6377944413707048,BofA-LIS,6795.0,21.0,neutral,1.42,-22449408.0,False,False,True,LOSS,-8.0,4.0,5,4.0,8.5,LOSS,-8.0,4.0,5,4.0,8.5,LOSS,-8.0,4.0,5,4.0,8.5,LOSS,-8.0,4.0,5,4.0,8.5,T1:LOSS/T2:LOSS,-8.0,4.0,5,4.0,8.5,LOSS,-4.0,4.0,4,4.0,7.0,LOSS,-8.0
2026-03-05,406,bullish,False,6824.0,12:15:07,-375,3875,0.15,1.108377906810446,SIDIAL-EXTREME,6819.0,5.0,neutral,1.18,-45457873.0,False,False,False,LOSS,-8.0,1.25,3,1.25,11.0,LOSS,-8.0,1.25,3,1.25,11.0,LOSS,-8.0,1.25,3,1.25,11.0,LOSS,-8.0,1.25,3,1.25,11.0,T1:LOSS/T2:LOSS,-8.0,1.25,3,1.25,11.0,LOSS,-6.75,1.25,2,1.25,7.75,LOSS,-8.0
2026-03-05,425,bearish,False,6792.5,12:37:01,425,6627,0.2,1.7056158954033047,BofA-LIS,6800.0,7.5,neutral,1.81,-33883044.0,False,False,True,LOSS,-8.0,0.75,2,0.75,9.25,LOSS,-8.0,0.75,2,0.75,9.25,LOSS,-8.0,0.75,2,0.75,9.25,LOSS,-8.0,0.75,2,0.75,9.25,T1:LOSS/T2:LOSS,-8.0,0.75,2,0.75,9.25,LOSS,-7.25,0.75,2,0.75,9.25,LOSS,-8.0
2026-03-05,493,bearish,False,6785.75,13:54:09,524,6510,0.2,2.5293340585904107,BOFA-PURE,6746.0,39.75,neutral,2.64,48567892.0,False,False,False,LOSS,-8.0,5.5,9,5.5,8.75,LOSS,-8.0,5.5,9,5.5,8.75,LOSS,-8.0,5.5,9,5.5,8.75,LOSS,-8.0,5.5,9,5.5,8.75,T1:LOSS/T2:LOSS,-8.0,5.5,9,5.5,8.75,LOSS,-2.5,5.5,3,5.5,2.5,LOSS,-8.0
2026-03-05,504,bearish,False,6788.0,14:12:24,411,9771,0.3,3.292060443725678,BOFA-PURE,6749.0,39.0,neutral,2.63,12760475.0,False,False,False,LOSS,-8.0,1.0,2,1.0,8.0,LOSS,-8.0,1.0,2,1.0,8.0,LOSS,-8.0,1.0,2,1.0,8.0,LOSS,-8.0,1.0,2,1.0,8.0,T1:LOSS/T2:LOSS,-8.0,1.0,2,1.0,8.0,LOSS,-7.0,1.0,2,1.0,8.0,LOSS,-8.0
2026-03-05,531,bullish,False,6795.0,14:54:12,-554,5390,0.3,1.508261861122382,BOFA-PURE,6755.0,40.0,neutral,2.9,25289291.0,False,False,True,LOSS,-8.0,0.0,2,0.0,9.5,LOSS,-8.0,0.0,2,0.0,9.5,LOSS,-8.0,0.0,2,0.0,9.5,LOSS,-8.0,0.0,2,0.0,9.5,T1:LOSS/T2:LOSS,-8.0,0.0,2,0.0,9.5,LOSS,-8.0,0.0,2,0.0,9.5,LOSS,-8.0
2026-03-05,538,bearish,True,6792.75,15:04:40,974,6162,0.36363636363636365,0.6633742809678257,BOFA-PURE,6751.0,41.75,neutral,2.89,79175951.0,False,False,False,LOSS,-8.0,0.0,3,0.0,10.25,LOSS,-8.0,0.0,3,0.0,10.25,LOSS,-8.0,0.0,3,0.0,10.25,LOSS,-8.0,0.0,3,0.0,10.25,T1:LOSS/T2:LOSS,-8.0,0.0,3,0.0,10.25,LOSS,-8.0,0.0,3,0.0,10.25,LOSS,-8.0
2026-03-05,558,bearish,False,6812.0,15:18:21,418,3276,0.4,0.9707961061474862,AG-LIS,6812.0,0.0,neutral,,-161921297.0,True,False,True,LOSS,-8.0,2.0,5,2.0,10.0,LOSS,-8.0,2.0,5,2.0,10.0,LOSS,-8.0,2.0,5,2.0,10.0,LOSS,-8.0,2.0,5,2.0,10.0,T1:LOSS/T2:LOSS,-8.0,2.0,5,2.0,10.0,LOSS,-6.0,2.0,4,2.0,7.0,LOSS,-8.0
2026-03-05,561,bullish,True,6815.0,15:21:30,-729,8673,0.08,0.7766146660692708,AG-LIS,6813.0,2.0,neutral,2.26,-569291680.0,False,False,False,WIN,6.25,11.25,3,11.25,1.0,BE,0.0,11.25,5,11.25,1.0,BE,0.0,11.25,5,11.25,1.0,WIN,6.25,11.25,3,11.25,1.0,T1:WIN/T2:WIN,8.12,11.25,3,11.25,1.0,WIN,3.25,11.25,4,11.25,1.0,WIN,10.0
2026-03-05,577,bearish,False,6820.5,15:48:17,501,6083,0.35,1.2202485431440004,AG-LIS,6819.0,1.5,neutral,1.69,-1821087740.0,True,False,True,LOSS,-8.0,0.5,2,0.5,8.0,LOSS,-8.0,0.5,2,0.5,8.0,LOSS,-8.0,0.5,2,0.5,8.0,LOSS,-8.0,0.5,2,0.5,8.0,T1:LOSS/T2:LOSS,-8.0,0.5,2,0.5,8.0,LOSS,-7.5,0.5,2,0.5,8.0,LOSS,-8.0
2026-03-06,301,bearish,False,6731.5,09:40:44,312,3240,0.4,1.13079137946078,SIDIAL-MESSY,6677.0,54.5,neutral,2.88,-39359956.0,False,False,True,LOSS,-8.0,6.0,12,6.0,8.25,LOSS,-8.0,6.0,12,6.0,8.25,LOSS,-8.0,6.0,12,6.0,8.25,LOSS,-8.0,6.0,12,6.0,8.25,T1:LOSS/T2:LOSS,-8.0,6.0,12,6.0,8.25,LOSS,-3.0,5.0,5,5.0,3.75,LOSS,-8.0
2026-03-06,314,bearish,True,6735.25,09:43:44,741,4635,0.2727272727272727,1.3184236115083223,SIDIAL-MESSY,6693.0,42.25,neutral,3.28,-37281471.0,False,False,True,WIN,5.0,10.0,7,10.0,2.5,BE,0.0,10.0,9,10.0,2.5,BE,0.0,10.0,9,10.0,2.5,WIN,5.0,10.0,7,10.0,2.5,T1:WIN/T2:WIN,7.5,10.0,7,10.0,2.5,LOSS,-0.75,7.25,3,7.25,2.25,WIN,10.0
2026-03-06,383,bullish,False,6726.25,10:10:55,-322,6584,0.3,3.9867994792455113,SIDIAL-MESSY,6719.0,7.25,neutral,1.81,-39612804.0,False,False,False,WIN,6.75,11.75,3,11.75,0.25,WIN,17.25,25.25,8,25.25,0.25,WIN,41.75,51.75,38,51.75,0.25,WIN,6.75,11.75,3,11.75,0.25,T1:WIN/T2:WIN,8.38,11.75,3,11.75,0.25,WIN,17.25,25.25,8,25.25,0.25,WIN,10.0
2026-03-06,412,bearish,False,6764.0,10:32:04,506,4740,0.3,1.3726001216227954,SIDIAL-MESSY,6731.0,33.0,neutral,1.4,-42385609.0,False,False,True,LOSS,-8.0,1.5,4,1.5,8.0,LOSS,-8.0,1.5,4,1.5,8.0,LOSS,-8.0,1.5,4,1.5,8.0,LOSS,-8.0,1.5,4,1.5,8.0,T1:LOSS/T2:LOSS,-8.0,1.5,4,1.5,8.0,LOSS,-6.5,1.5,4,1.5,8.0,LOSS,-8.0
2026-03-06,422,bullish,False,6764.5,10:42:03,-455,5097,0.3,1.4091009620701096,SIDIAL-MESSY,6727.0,37.5,neutral,1.23,-36999696.0,False,False,False,LOSS,-8.0,3.25,5,3.25,8.5,LOSS,-8.0,3.25,5,3.25,8.5,LOSS,-8.0,3.25,5,3.25,8.5,LOSS,-8.0,3.25,5,3.25,8.5,T1:LOSS/T2:LOSS,-8.0,3.25,5,3.25,8.5,LOSS,-4.75,3.25,4,3.25,5.75,LOSS,-8.0
2026-03-06,445,bearish,False,6769.5,11:02:09,379,4105,0.2,1.1075735909127702,SIDIAL-MESSY,6732.0,37.5,neutral,1.31,-43398931.0,False,False,True,LOSS,-8.0,0.5,3,0.5,9.25,LOSS,-8.0,0.5,3,0.5,9.25,LOSS,-8.0,0.5,3,0.5,9.25,LOSS,-8.0,0.5,3,0.5,9.25,T1:LOSS/T2:LOSS,-8.0,0.5,3,0.5,9.25,LOSS,-7.5,0.5,2,0.5,7.75,LOSS,-8.0
2026-03-06,455,bullish,True,6763.25,11:16:01,-755,12865,0.07692307692307693,1.3368946566166497,SIDIAL-MESSY,6749.0,14.25,neutral,1.23,-49921821.0,False,False,False,LOSS,-8.0,6.25,8,6.25,8.5,LOSS,-8.0,6.25,8,6.25,8.5,LOSS,-8.0,6.25,8,6.25,8.5,LOSS,-8.0,6.25,8,6.25,8.5,T1:LOSS/T2:LOSS,-8.0,6.25,8,6.25,8.5,LOSS,-1.75,6.25,3,6.25,3.5,LOSS,-8.0
2026-03-06,457,bearish,True,6764.5,11:16:35,1243,3963,0.2,0.3281219336691306,SIDIAL-MESSY,6749.0,15.5,neutral,1.23,-49921821.0,False,False,True,WIN,6.5,11.5,7,11.5,4.75,BE,0.0,11.5,9,11.5,4.75,BE,0.0,11.5,9,11.5,4.75,WIN,6.5,11.5,7,11.5,4.75,T1:WIN/T2:WIN,8.25,11.5,7,11.5,4.75,LOSS,-2.25,5.75,3,5.75,2.75,WIN,10.0
2026-03-06,471,bullish,False,6761.25,11:31:40,-476,4404,0.3,1.4038219402961285,AG-TARGET,6770.0,8.75,neutral,1.3,-44850986.0,False,False,False,LOSS,-8.0,3.25,4,3.25,8.5,LOSS,-8.0,3.25,4,3.25,8.5,LOSS,-8.0,3.25,4,3.25,8.5,LOSS,-8.0,3.25,4,3.25,8.5,T1:LOSS/T2:LOSS,-8.0,3.25,4,3.25,8.5,LOSS,-4.75,3.25,3,3.25,5.75,LOSS,-8.0
2026-03-06,487,bearish,False,6770.75,11:47:40,362,5610,0.25,1.9813169930600931,AG-TARGET,6770.0,0.75,neutral,1.09,-46301800.0,True,False,True,LOSS,-8.0,3.0,3,3.0,8.25,LOSS,-8.0,3.0,3,3.0,8.25,LOSS,-8.0,3.0,3,3.0,8.25,LOSS,-8.0,3.0,3,3.0,8.25,T1:LOSS/T2:LOSS,-8.0,3.0,3,3.0,8.25,LOSS,-5.0,3.0,2,3.0,6.25,LOSS,-8.0
2026-03-06,570,bearish,False,6774.75,13:21:16,307,9495,0.25,3.2947585752207784,BofA-LIS,6720.0,54.75,neutral,1.4,-160999290.0,False,False,True,WIN,5.0,10.0,7,10.0,3.25,WIN,5.5,13.5,11,13.5,3.25,WIN,9.25,19.25,31,19.25,3.25,WIN,5.0,10.0,7,10.0,3.25,T1:WIN/T2:WIN,7.5,10.0,7,10.0,3.25,WIN,5.5,13.5,11,13.5,3.25,WIN,10.0
2026-03-06,587,bullish,True,6763.5,13:38:22,-756,4946,0.13043478260869565,0.9762975655029628,BofA-LIS,6714.0,49.5,neutral,1.89,-195614449.0,False,False,False,LOSS,-8.0,4.0,8,4.0,8.0,LOSS,-8.0,4.0,8,4.0,8.0,LOSS,-8.0,4.0,8,4.0,8.0,LOSS,-8.0,4.0,8,4.0,8.0,T1:LOSS/T2:LOSS,-8.0,4.0,8,4.0,8.0,LOSS,-4.0,4.0,7,4.0,6.75,LOSS,-8.0
2026-03-06,598,bullish,True,6758.0,14:04:10,-648,16094,0.1,4.430652043587122,BofA-LIS,6718.0,40.0,neutral,2.31,-265998981.0,False,False,False,WIN,5.5,10.5,5,10.5,1.5,WIN,7.0,15.0,8,15.0,1.5,WIN,5.0,15.0,9,15.0,1.5,WIN,5.5,10.5,5,10.5,1.5,T1:WIN/T2:WIN,7.75,10.5,5,10.5,1.5,WIN,7.0,15.0,8,15.0,1.5,WIN,10.0
2026-03-06,633,bullish,False,6772.0,15:07:03,-581,8481,0.35,2.3022422498506976,BofA-LIS,6767.0,5.0,neutral,1.86,-180569197.0,False,False,False,LOSS,-8.0,2.5,3,2.5,11.5,LOSS,-8.0,2.5,3,2.5,11.5,LOSS,-8.0,2.5,3,2.5,11.5,LOSS,-8.0,2.5,3,2.5,11.5,T1:LOSS/T2:LOSS,-8.0,2.5,3,2.5,11.5,LOSS,-5.5,2.5,2,2.5,7.0,LOSS,-8.0
2026-03-06,653,bullish,False,6740.25,15:34:28,-307,10461,0.2,2.4698091156992596,BOFA-PURE,6724.0,16.25,neutral,3.33,-743179856.0,False,False,False,LOSS,-8.0,0.25,3,0.25,11.0,LOSS,-8.0,0.25,3,0.25,11.0,LOSS,-8.0,0.25,3,0.25,11.0,LOSS,-8.0,0.25,3,0.25,11.0,T1:LOSS/T2:LOSS,-8.0,0.25,3,0.25,11.0,LOSS,-7.75,0.25,3,0.25,11.0,LOSS,-8.0
2026-03-09,545,bullish,False,6659.0,09:43:37,-378,9746,0.2,4.547087503207596,BOFA-PURE,6653.0,6.0,neutral,0.75,41399295.0,False,False,True,BE,0.0,8.0,12,8.0,7.75,BE,0.0,8.0,12,8.0,7.75,LOSS,-8.0,8.0,20,8.0,8.25,LOSS,-8.0,8.0,20,8.0,8.25,T1:LOSS/T2:LOSS,-8.0,8.0,20,8.0,8.25,LOSS,-4.0,4.0,7,4.0,5.5,LOSS,-8.0
2026-03-09,573,bullish,False,6649.25,09:54:14,-448,3110,0.5,1.3473702452127199,BofA-LIS,6524.0,125.25,neutral,1.0,56279161.0,False,False,True,WIN,5.0,10.0,5,10.0,5.0,WIN,6.0,14.0,7,14.0,5.0,WIN,7.5,17.5,18,17.5,5.0,WIN,5.0,10.0,5,10.0,5.0,T1:WIN/T2:WIN,7.5,10.0,5,10.0,5.0,WIN,6.0,14.0,7,14.0,5.0,WIN,10.0
2026-03-09,602,bearish,False,6672.0,10:05:11,476,3874,0.6,2.126935324475678,BofA-LIS,6645.0,27.0,neutral,0.51,41461524.0,False,False,False,WIN,7.25,12.25,3,12.25,1.75,WIN,17.0,25.0,12,25.0,1.75,WIN,21.0,31.0,24,31.0,1.75,WIN,7.25,12.25,3,12.25,1.75,T1:WIN/T2:WIN,8.62,12.25,3,12.25,1.75,WIN,17.0,25.0,12,25.0,1.75,WIN,10.0
2026-03-09,612,bullish,True,6649.5,10:07:20,-640,7224,0.06666666666666667,3.58118102173171,BofA-LIS,6643.0,6.5,neutral,0.51,15913013.0,False,False,True,LOSS,-8.0,6.0,9,6.0,8.0,LOSS,-8.0,6.0,9,6.0,8.0,LOSS,-8.0,6.0,9,6.0,8.0,LOSS,-8.0,6.0,9,6.0,8.0,T1:LOSS/T2:LOSS,-8.0,6.0,9,6.0,8.0,LOSS,-2.0,6.0,3,6.0,3.25,LOSS,-8.0
2026-03-09,616,bearish,True,6651.0,10:09:16,969,7007,0.09523809523809523,1.5874979186984133,GEX-LIS,6643.0,8.0,neutral,0.03,53424622.0,False,False,False,WIN,5.0,10.0,6,10.0,2.5,BE,0.0,10.0,10,10.0,2.5,BE,0.0,10.0,10,10.0,2.5,WIN,5.0,10.0,6,10.0,2.5,T1:WIN/T2:WIN,7.5,10.0,6,10.0,2.5,WIN,2.0,10.0,10,10.0,2.5,WIN,10.0
2026-03-09,631,bearish,True,6652.25,10:16:53,1447,3141,0.16129032258064516,0.6650658810710467,BofA-LIS,6641.0,11.25,neutral,0.89,59446657.0,False,False,False,LOSS,-8.0,4.75,20,4.75,11.75,LOSS,-8.0,4.75,20,4.75,11.75,LOSS,-8.0,4.75,20,4.75,11.75,LOSS,-8.0,4.75,20,4.75,11.75,T1:LOSS/T2:LOSS,-8.0,4.75,20,4.75,11.75,LOSS,-5.5,2.5,11,2.5,7.25,LOSS,-8.0
2026-03-09,695,bearish,False,6698.0,10:52:51,978,3810,0.25,1.1631634382012181,GEX-LIS,6633.0,65.0,neutral,-1.26,-65693437.0,False,False,True,BE,0.0,9.0,6,9.0,2.0,BE,0.0,9.0,6,9.0,2.0,LOSS,-8.0,9.0,19,9.0,9.5,LOSS,-8.0,9.0,19,9.0,9.5,T1:LOSS/T2:LOSS,-8.0,9.0,19,9.0,9.5,WIN,1.0,9.0,5,9.0,1.75,LOSS,-8.0
2026-03-09,707,bearish,False,6699.5,11:04:16,1103,4505,0.4,1.160125669550886,GEX-LIS,6631.0,68.5,neutral,-1.3,-84105121.0,False,False,True,LOSS,-8.0,3.75,7,3.75,8.0,LOSS,-8.0,3.75,7,3.75,8.0,LOSS,-8.0,3.75,7,3.75,8.0,LOSS,-8.0,3.75,7,3.75,8.0,T1:LOSS/T2:LOSS,-8.0,3.75,7,3.75,8.0,LOSS,-4.25,3.75,7,3.75,8.0,LOSS,-8.0
2026-03-09,729,bullish,True,6707.75,11:38:23,-1326,14872,0.045454545454545456,1.5352855876903246,BOFA-PURE,6686.0,21.75,neutral,-1.88,-96343430.0,False,False,False,WIN,6.5,11.5,12,11.5,6.25,WIN,5.25,13.25,20,13.25,6.25,WIN,16.5,26.5,28,26.5,6.25,WIN,6.5,11.5,12,11.5,6.25,T1:WIN/T2:WIN,8.25,11.5,12,11.5,6.25,WIN,5.25,13.25,20,13.25,6.25,WIN,10.0
2026-03-09,739,bearish,False,6712.0,11:59:01,1865,14371,0.35,2.652944434188665,BOFA-PURE,6691.0,21.0,neutral,-2.01,-105165700.0,False,False,True,LOSS,-8.0,2.5,3,2.5,9.0,LOSS,-8.0,2.5,3,2.5,9.0,LOSS,-8.0,2.5,3,2.5,9.0,LOSS,-8.0,2.5,3,2.5,9.0,T1:LOSS/T2:LOSS,-8.0,2.5,3,2.5,9.0,LOSS,-5.5,2.5,2,2.5,7.25,LOSS,-8.0
2026-03-09,740,bullish,False,6714.5,12:03:30,-899,11175,0.5,1.8572223930331309,BOFA-PURE,6691.0,23.5,neutral,-2.22,-104576621.0,False,False,False,WIN,6.25,11.25,12,11.25,4.25,WIN,11.75,19.75,16,19.75,4.25,WIN,9.75,19.75,17,19.75,4.25,WIN,6.25,11.25,12,11.25,4.25,T1:WIN/T2:WIN,8.12,11.25,12,11.25,4.25,LOSS,-1.5,6.5,9,6.5,4.25,WIN,10.0
2026-03-09,784,bullish,True,6704.5,13:42:19,-1425,11643,0.2916666666666667,0.7912955959497376,BOFA-PURE,6692.0,12.5,neutral,-2.05,-71667007.0,False,False,False,WIN,6.5,11.5,9,11.5,5.75,WIN,14.25,22.25,15,22.25,5.75,WIN,12.25,22.25,15,22.25,5.75,WIN,6.5,11.5,9,11.5,5.75,T1:WIN/T2:WIN,8.25,11.5,9,11.5,5.75,WIN,3.5,11.5,10,11.5,5.75,WIN,10.0
2026-03-09,793,bearish,False,6711.0,14:08:03,344,6136,0.25,1.0343025705857565,BOFA-PURE,6693.0,18.0,neutral,-2.06,-48047277.0,False,False,True,LOSS,-8.0,3.5,3,3.5,9.25,LOSS,-8.0,3.5,3,3.5,9.25,LOSS,-8.0,3.5,3,3.5,9.25,LOSS,-8.0,3.5,3,3.5,9.25,T1:LOSS/T2:LOSS,-8.0,3.5,3,3.5,9.25,LOSS,-4.5,3.5,2,3.5,5.0,LOSS,-8.0
2026-03-09,804,bearish,False,6726.25,14:37:37,674,11998,0.35,2.228889363638897,BOFA-PURE,6702.0,24.25,neutral,-2.73,19576616.0,False,False,False,BE,0.0,9.25,11,9.25,4.25,BE,0.0,9.25,11,9.25,4.25,LOSS,-8.0,9.25,19,9.25,11.5,LOSS,-8.0,9.25,19,9.25,11.5,T1:LOSS/T2:LOSS,-8.0,9.25,19,9.25,11.5,WIN,1.25,9.25,10,9.25,4.25,LOSS,-8.0
2026-03-09,815,bearish,False,6726.25,15:17:03,472,8950,0.15,1.5675353790107887,BOFA-PURE,6698.0,28.25,neutral,-2.4,106766415.0,False,False,False,LOSS,-8.0,2.0,8,2.0,11.5,LOSS,-8.0,2.0,8,2.0,11.5,LOSS,-8.0,2.0,8,2.0,11.5,LOSS,-8.0,2.0,8,2.0,11.5,T1:LOSS/T2:LOSS,-8.0,2.0,8,2.0,11.5,LOSS,-6.0,2.0,6,2.0,7.5,LOSS,-8.0
2026-03-09,834,bullish,True,6760.25,15:20:49,-1117,7753,0.043478260869565216,1.2540773127906168,BOFA-PURE,6698.0,62.25,neutral,-2.45,174691824.0,False,False,True,WIN,7.0,12.0,3,12.0,0.5,WIN,4.0,12.0,4,12.0,0.5,BE,0.0,12.0,9,12.0,0.5,WIN,7.0,12.0,3,12.0,0.5,T1:WIN/T2:WIN,8.5,12.0,3,12.0,0.5,WIN,4.0,12.0,4,12.0,0.5,WIN,10.0
